pedido_id,cliente_id,fecha_pedido,fecha_entrega,estado,canal,metodo_pago,pais_envio,total_bruto,descuento_pct,total_neto,data_owner,clasificacion_dato
PED-000188,CLI-00166,2023-06-17,2023-06-21,entregado,marketplace,PSE,Ecuador,1444847.33,0.0,1444847.33,ventas@retailtech.co,interno
PED-000189,CLI-00259,2023-07-27,2023-08-09,entregado,marketplace,efectivo,Perú,640346.75,0.0,640346.75,ventas@retailtech.co,interno
PED-000190,CLI-00225,2024-03-13,,cancelado,tienda_fisica,transferencia,Argentina,170346.31,0.0,170346.31,ventas@retailtech.co,interno
PED-000191,CLI-00024,2024-08-08,2024-08-18,devuelto,web,transferencia,Perú,2253843.54,0.0,2253843.54,ventas@retailtech.co,interno
PED-000192,CLI-00025,2023-02-13,,cancelado,marketplace,credito_tienda,Ecuador,1894095.27,0.07,1761508.6,ventas@retailtech.co,interno
PED-000193,CLI-00176,2023-07-14,2023-07-19,devuelto,marketplace,PSE,Perú,3098281.58,0.0,3098281.58,ventas@retailtech.co,interno
PED-000194,CLI-00267,2023-02-25,2023-03-09,entregado,web,credito_tienda,Colombia,519282.68,0.0,519282.68,ventas@retailtech.co,interno
PED-000195,CLI-00265,2024-08-22,,enviado,web,PSE,Perú,495190.69,0.21,391200.65,ventas@retailtech.co,interno
PED-000196,CLI-00099,2024-12-30,2025-01-14,entregado,web,tarjeta_credito,Colombia,1605024.15,0.0,1605024.15,ventas@retailtech.co,interno
PED-000197,CLI-00299,2024-10-11,2024-10-17,entregado,mobile,transferencia,Argentina,2482794.94,0.0,2482794.94,ventas@retailtech.co,interno
PED-000198,CLI-00099,2023-06-24,2023-07-09,entregado,mobile,PSE,Ecuador,3052786.28,0.0,3052786.28,ventas@retailtech.co,interno
PED-000199,CLI-00109,2023-11-12,,enviado,web,PSE,México,2695990.72,0.0,2695990.72,ventas@retailtech.co,interno
PED-000200,CLI-00004,2023-09-17,,pendiente,marketplace,PSE,México,1754255.94,0.0,1754255.94,ventas@retailtech.co,interno
PED-000201,CLI-00152,2024-05-02,2024-05-10,entregado,tienda_fisica,credito_tienda,Ecuador,300932.09,0.0,300932.09,ventas@retailtech.co,interno
PED-000202,CLI-00090,2023-08-01,2023-08-02,entregado,web,credito_tienda,Argentina,216347.18,0.0,216347.18,ventas@retailtech.co,interno
PED-000203,CLI-00175,2023-03-31,2023-04-01,entregado,mobile,transferencia,Ecuador,3478229.75,0.0,3478229.75,ventas@retailtech.co,interno
PED-000204,CLI-00250,2023-02-06,2023-02-08,entregado,web,efectivo,Perú,3143915.97,0.1,2829524.37,ventas@retailtech.co,interno
PED-000205,CLI-00131,2024-12-12,,enviado,web,tarjeta_credito,Argentina,1462808.73,0.1,1316527.86,ventas@retailtech.co,interno
PED-000206,CLI-00177,2024-10-06,2024-10-15,entregado,marketplace,credito_tienda,Chile,2418073.62,0.15,2055362.58,ventas@retailtech.co,interno
PED-000207,CLI-00292,2024-08-11,2024-08-21,entregado,marketplace,PSE,Argentina,475753.15,0.0,475753.15,ventas@retailtech.co,interno
PED-000208,CLI-00073,2023-10-25,2023-10-29,entregado,mobile,credito_tienda,Perú,108354.12,0.0,108354.12,ventas@retailtech.co,interno
PED-000052,CLI-00172,2023-12-08,2023-12-14,entregado,tienda_fisica,tarjeta_credito,Chile,2240324.81,0.0,2240324.81,ventas@retailtech.co,interno
PED-000210,CLI-00018,2024-07-17,2024-07-23,entregado,mobile,PSE,Chile,1183158.04,0.03,1147663.3,ventas@retailtech.co,interno
PED-000211,CLI-00083,2024-11-19,,cancelado,marketplace,PSE,Ecuador,1673889.08,0.0,1673889.08,ventas@retailtech.co,interno
PED-000212,CLI-00036,2024-07-03,2024-07-18,entregado,tienda_fisica,credito_tienda,Ecuador,2749361.89,0.0,2749361.89,ventas@retailtech.co,interno
PED-000213,CLI-00212,2024-07-22,2024-07-31,entregado,web,PSE,Chile,2031456.81,0.0,2031456.81,ventas@retailtech.co,interno
PED-000214,CLI-00230,2023-12-14,,cancelado,mobile,credito_tienda,Colombia,2952360.07,0.19,2391411.66,ventas@retailtech.co,interno
PED-000215,CLI-00292,2023-11-12,,cancelado,mobile,efectivo,Perú,134908.05,0.09,122766.33,ventas@retailtech.co,interno
PED-000216,CLI-00024,2023-11-06,,cancelado,mobile,tarjeta_credito,Perú,1075556.09,0.0,1075556.09,ventas@retailtech.co,interno
PED-000217,CLI-00189,2024-05-09,2024-05-24,entregado,tienda_fisica,PSE,Colombia,685985.58,0.0,685985.58,ventas@retailtech.co,interno
PED-000218,CLI-00072,2024-06-12,,cancelado,web,efectivo,Colombia,2542882.95,0.04,2441167.63,ventas@retailtech.co,interno
PED-000219,CLI-00190,2024-08-31,2024-09-14,entregado,web,credito_tienda,Chile,1647393.76,0.0,1647393.76,ventas@retailtech.co,interno
PED-000220,CLI-00260,2023-08-03,2023-08-09,entregado,web,efectivo,México,1020821.64,0.0,1020821.64,ventas@retailtech.co,interno
PED-000221,CLI-00129,2023-04-28,,enviado,tienda_fisica,credito_tienda,Chile,2189733.75,0.0,2189733.75,ventas@retailtech.co,interno
PED-000222,CLI-00204,2024-12-22,2025-01-04,entregado,marketplace,tarjeta_credito,México,875767.13,0.0,875767.13,ventas@retailtech.co,interno
PED-000223,CLI-00231,2024-11-22,,pendiente,mobile,credito_tienda,Argentina,1358008.75,0.0,1358008.75,ventas@retailtech.co,interno
PED-000224,CLI-00122,2024-12-07,2024-12-19,entregado,web,transferencia,Argentina,1260794.49,0.0,1260794.49,ventas@retailtech.co,interno
PED-000225,CLI-00276,2024-12-16,,enviado,marketplace,PSE,México,1608154.99,0.0,1608154.99,ventas@retailtech.co,interno
PED-000226,CLI-00200,2024-09-23,,enviado,tienda_fisica,transferencia,Perú,1287986.48,0.0,1287986.48,ventas@retailtech.co,interno
PED-000227,CLI-00172,2024-05-01,,pendiente,tienda_fisica,credito_tienda,Argentina,1688316.0,0.0,1688316.0,ventas@retailtech.co,interno
PED-000228,CLI-00046,2023-04-16,,enviado,tienda_fisica,credito_tienda,Perú,2507098.97,0.0,2507098.97,ventas@retailtech.co,interno
PED-000229,CLI-00205,2024-02-28,2024-03-03,entregado,mobile,credito_tienda,Perú,3409273.77,0.16,2863789.97,ventas@retailtech.co,interno
PED-000230,CLI-00050,2024-03-21,2024-03-31,entregado,marketplace,tarjeta_credito,Argentina,845636.26,0.16,710334.46,ventas@retailtech.co,interno
PED-000231,CLI-00238,2023-11-30,2023-12-09,entregado,web,credito_tienda,Colombia,1572126.41,0.0,1572126.41,ventas@retailtech.co,interno
PED-000232,CLI-00136,2024-09-02,2024-09-15,entregado,mobile,credito_tienda,Ecuador,2266337.18,0.1,2039703.46,ventas@retailtech.co,interno
PED-000233,CLI-00263,2023-05-31,,cancelado,mobile,PSE,Ecuador,1037973.81,0.14,892657.48,ventas@retailtech.co,interno
PED-000234,CLI-00255,2023-11-03,,cancelado,tienda_fisica,tarjeta_credito,Argentina,3198384.82,0.0,3198384.82,ventas@retailtech.co,interno
PED-000235,CLI-00220,2024-06-06,,pendiente,web,tarjeta_credito,Ecuador,468256.05,0.0,468256.05,ventas@retailtech.co,interno
PED-000236,CLI-00232,2024-01-03,2024-01-05,entregado,tienda_fisica,transferencia,Perú,842463.07,0.26,623422.67,ventas@retailtech.co,interno
PED-000237,CLI-00215,2024-07-12,2024-07-16,entregado,marketplace,PSE,Chile,679088.26,0.14,584015.9,ventas@retailtech.co,interno
PED-000185,CLI-00287,2024-11-17,2024-11-20,devuelto,marketplace,PSE,Colombia,274317.34,0.0,274317.34,ventas@retailtech.co,interno
PED-000239,CLI-00109,2024-03-01,,enviado,marketplace,credito_tienda,Perú,2441482.06,0.27,1782281.9,ventas@retailtech.co,interno
PED-000240,CLI-00293,2024-04-05,2024-04-12,entregado,mobile,credito_tienda,Chile,670623.84,0.0,670623.84,ventas@retailtech.co,interno
PED-000241,CLI-00219,2024-07-13,2024-07-23,entregado,web,credito_tienda,Perú,3424361.24,0.0,3424361.24,ventas@retailtech.co,interno
PED-000242,CLI-00171,2023-03-23,2023-03-26,devuelto,marketplace,credito_tienda,Colombia,3011243.54,0.16,2529444.57,ventas@retailtech.co,interno
PED-000243,CLI-00050,2024-09-16,2024-09-18,entregado,tienda_fisica,credito_tienda,Colombia,2216553.4,0.0,2216553.4,ventas@retailtech.co,interno
PED-000244,CLI-00200,2024-07-01,,cancelado,marketplace,efectivo,Chile,1806504.31,0.14,1553593.71,ventas@retailtech.co,interno
PED-000245,CLI-00040,2023-02-06,2023-02-18,entregado,marketplace,credito_tienda,México,2551226.71,0.22,1989956.83,ventas@retailtech.co,interno
PED-000246,CLI-00296,2024-11-03,2024-11-08,entregado,web,efectivo,Chile,1021684.4,0.19,827564.36,ventas@retailtech.co,interno
PED-000247,CLI-00106,2023-10-15,,enviado,mobile,transferencia,Chile,917921.13,0.0,917921.13,ventas@retailtech.co,interno
PED-000248,CLI-00020,2023-09-25,,cancelado,tienda_fisica,tarjeta_credito,México,653311.94,0.07,607580.1,ventas@retailtech.co,interno
PED-000249,CLI-00146,2023-06-07,2023-06-21,entregado,marketplace,PSE,México,3477709.87,0.0,3477709.87,ventas@retailtech.co,interno
PED-000250,CLI-00235,2023-12-20,2023-12-21,entregado,marketplace,efectivo,Perú,428080.42,0.23,329621.92,ventas@retailtech.co,interno
PED-000251,CLI-00090,2024-06-29,2024-07-03,entregado,marketplace,tarjeta_credito,Chile,2476987.12,0.0,2476987.12,ventas@retailtech.co,interno
PED-000252,CLI-00212,2024-04-04,2024-04-11,devuelto,marketplace,credito_tienda,Ecuador,2397995.18,0.29,1702576.58,ventas@retailtech.co,interno
PED-000253,CLI-00231,2023-12-10,,cancelado,marketplace,PSE,Ecuador,2813049.35,0.0,2813049.35,ventas@retailtech.co,interno
PED-000254,CLI-00008,2023-07-19,2023-07-28,entregado,web,tarjeta_credito,Colombia,2423717.19,0.0,2423717.19,ventas@retailtech.co,interno
PED-000255,CLI-00022,2024-06-21,2024-06-23,entregado,web,credito_tienda,Colombia,2545246.03,0.11,2265268.97,ventas@retailtech.co,interno
PED-000256,CLI-00074,2024-08-31,,enviado,web,credito_tienda,México,3327949.13,0.25,2495961.85,ventas@retailtech.co,interno
PED-000257,CLI-00180,2024-10-25,2024-11-04,entregado,marketplace,tarjeta_credito,Ecuador,410186.68,0.06,385575.48,ventas@retailtech.co,interno
PED-000258,CLI-00196,2023-10-11,2023-10-24,entregado,tienda_fisica,PSE,Colombia,3164285.44,0.0,3164285.44,ventas@retailtech.co,interno
PED-000259,CLI-00163,2023-03-05,2023-03-12,entregado,mobile,transferencia,Colombia,3485956.02,0.0,3485956.02,ventas@retailtech.co,interno
PED-000260,CLI-00252,2023-07-25,2023-08-04,entregado,mobile,credito_tienda,Ecuador,2268054.04,0.0,2268054.04,ventas@retailtech.co,interno
PED-000261,CLI-00155,2024-03-28,,enviado,marketplace,tarjeta_credito,Perú,278395.27,0.03,270043.41,ventas@retailtech.co,interno
PED-000262,CLI-00093,2024-10-17,,enviado,tienda_fisica,transferencia,Argentina,156478.82,0.0,156478.82,ventas@retailtech.co,interno
PED-000263,CLI-00045,2024-12-25,,pendiente,mobile,tarjeta_credito,Perú,1540300.39,0.15,1309255.33,ventas@retailtech.co,interno
PED-000264,CLI-00185,2024-05-08,2024-05-10,devuelto,marketplace,tarjeta_credito,Ecuador,3274271.6,0.0,3274271.6,ventas@retailtech.co,interno
PED-000265,CLI-00271,2024-10-24,2024-10-26,devuelto,tienda_fisica,PSE,México,2990363.72,0.0,2990363.72,ventas@retailtech.co,interno
PED-000266,CLI-00214,2024-01-29,2024-02-09,entregado,marketplace,tarjeta_credito,Ecuador,2443190.92,0.0,2443190.92,ventas@retailtech.co,interno
PED-000267,CLI-00147,2023-07-14,2023-07-17,entregado,marketplace,transferencia,Colombia,113142.0,0.0,113142.0,ventas@retailtech.co,interno
PED-000268,CLI-00012,2024-10-20,2024-10-25,entregado,web,efectivo,Colombia,3378214.61,0.0,3378214.61,ventas@retailtech.co,interno
PED-000269,CLI-00270,2023-02-13,2023-02-20,entregado,mobile,credito_tienda,México,2829685.38,0.0,2829685.38,ventas@retailtech.co,interno
PED-000270,CLI-00030,2023-02-07,2023-02-19,devuelto,mobile,PSE,Colombia,2297064.56,0.0,2297064.56,ventas@retailtech.co,interno
PED-000271,CLI-00042,2023-02-21,,enviado,web,tarjeta_credito,Perú,363090.54,0.25,272317.9,ventas@retailtech.co,interno
PED-000272,CLI-00236,2024-09-22,2024-09-26,entregado,tienda_fisica,tarjeta_credito,Ecuador,729177.96,0.0,729177.96,ventas@retailtech.co,interno
PED-000273,CLI-00202,2023-05-21,2023-05-27,entregado,web,tarjeta_credito,Chile,2680691.89,0.24,2037325.84,ventas@retailtech.co,interno
PED-000274,CLI-00150,2024-03-01,,enviado,web,PSE,Colombia,1310497.52,0.0,1310497.52,ventas@retailtech.co,interno
PED-000275,CLI-00052,2024-10-09,2024-10-19,entregado,web,tarjeta_credito,México,573193.97,0.0,573193.97,ventas@retailtech.co,interno
PED-000276,CLI-00281,2024-12-24,2025-01-04,devuelto,mobile,PSE,México,1010967.12,0.0,1010967.12,ventas@retailtech.co,interno
PED-000277,CLI-00024,2024-06-19,2024-06-27,entregado,mobile,transferencia,Argentina,3284861.4,0.0,3284861.4,ventas@retailtech.co,interno
PED-000278,CLI-00073,2024-10-04,2024-10-18,devuelto,web,credito_tienda,Chile,40880.89,0.1,36792.8,ventas@retailtech.co,interno
PED-000279,CLI-00130,2024-07-06,,cancelado,tienda_fisica,tarjeta_credito,México,1638150.62,0.0,1638150.62,ventas@retailtech.co,interno
PED-000280,CLI-00029,2023-06-02,,enviado,web,efectivo,Chile,1673584.62,0.29,1188245.08,ventas@retailtech.co,interno
PED-000281,CLI-00034,2023-09-15,2023-09-21,entregado,mobile,PSE,Colombia,1599688.01,0.27,1167772.25,ventas@retailtech.co,interno
PED-000282,CLI-00122,2023-04-29,2023-05-01,entregado,tienda_fisica,PSE,Colombia,2084655.65,0.22,1626031.41,ventas@retailtech.co,interno
PED-000283,CLI-00279,2023-04-11,2023-04-15,entregado,marketplace,tarjeta_credito,Perú,1329975.05,0.26,984181.54,ventas@retailtech.co,interno
PED-000284,CLI-00120,2024-09-16,,enviado,tienda_fisica,efectivo,México,1370972.81,0.0,1370972.81,ventas@retailtech.co,interno
PED-000285,CLI-00276,2023-02-02,2023-02-14,entregado,marketplace,transferencia,México,1000099.44,0.0,1000099.44,ventas@retailtech.co,interno
PED-000286,CLI-00104,2023-08-14,2023-08-29,entregado,mobile,tarjeta_credito,Perú,569838.73,0.0,569838.73,ventas@retailtech.co,interno
PED-000287,CLI-00010,2024-05-15,,cancelado,marketplace,PSE,México,1670374.25,0.06,1570151.79,ventas@retailtech.co,interno
PED-000288,CLI-00004,2024-08-16,2024-08-20,entregado,marketplace,tarjeta_credito,Colombia,542669.71,0.18,444989.16,ventas@retailtech.co,interno
PED-000289,CLI-00061,2024-05-31,2024-06-01,devuelto,marketplace,transferencia,México,1395262.54,0.0,1395262.54,ventas@retailtech.co,interno
PED-000290,CLI-00147,2023-01-13,,enviado,web,tarjeta_credito,Perú,782572.54,0.12,688663.84,ventas@retailtech.co,interno
PED-000291,CLI-00268,2023-06-15,2023-06-27,entregado,marketplace,PSE,Ecuador,2007073.27,0.0,2007073.27,ventas@retailtech.co,interno
PED-000292,CLI-00046,2024-01-15,2024-01-26,entregado,marketplace,efectivo,Argentina,2226073.0,0.0,2226073.0,ventas@retailtech.co,interno
PED-000293,CLI-00130,2024-03-12,,pendiente,web,credito_tienda,Chile,2153441.8,0.21,1701219.02,ventas@retailtech.co,interno
PED-000294,CLI-00218,2023-02-26,2023-03-07,entregado,marketplace,credito_tienda,Colombia,3110723.22,0.2,2488578.58,ventas@retailtech.co,interno
PED-000295,CLI-00126,2023-06-29,2023-07-10,entregado,mobile,efectivo,México,257845.55,0.0,257845.55,ventas@retailtech.co,interno
PED-000296,CLI-00140,2024-10-26,2024-11-03,entregado,tienda_fisica,efectivo,Chile,3052181.55,0.23,2350179.79,ventas@retailtech.co,interno
PED-000297,CLI-00294,2024-03-09,2024-03-14,entregado,web,transferencia,Ecuador,1320527.88,0.0,1320527.88,ventas@retailtech.co,interno
PED-000298,CLI-00043,2024-06-29,2024-07-14,entregado,mobile,transferencia,Colombia,2182805.66,0.0,2182805.66,ventas@retailtech.co,interno
PED-000299,CLI-00169,2023-07-03,,enviado,web,PSE,Perú,3349278.58,0.0,3349278.58,ventas@retailtech.co,interno
PED-000300,CLI-00081,2023-07-29,,enviado,marketplace,efectivo,Perú,2204784.79,0.0,2204784.79,ventas@retailtech.co,interno
PED-000301,CLI-00143,2024-10-22,2024-10-23,entregado,tienda_fisica,transferencia,Argentina,243749.54,0.0,243749.54,ventas@retailtech.co,interno
PED-000302,CLI-00262,2024-10-23,2024-11-05,entregado,marketplace,efectivo,Argentina,2086916.46,0.0,2086916.46,ventas@retailtech.co,interno
PED-000303,CLI-00177,2023-11-10,,enviado,web,PSE,Chile,928525.92,0.0,928525.92,ventas@retailtech.co,interno
PED-000304,CLI-00094,2023-06-20,2023-06-30,entregado,mobile,PSE,Colombia,1016231.87,0.21,802823.18,ventas@retailtech.co,interno
PED-000305,CLI-00129,2023-11-21,,pendiente,web,efectivo,Chile,1557088.02,0.0,1557088.02,ventas@retailtech.co,interno
PED-000306,CLI-00016,2024-04-04,,enviado,marketplace,transferencia,México,590026.69,0.0,590026.69,ventas@retailtech.co,interno
PED-000307,CLI-00200,2023-11-24,2023-11-27,devuelto,tienda_fisica,transferencia,Chile,2591270.06,0.0,2591270.06,ventas@retailtech.co,interno
PED-000308,CLI-00261,2024-08-10,2024-08-21,devuelto,tienda_fisica,tarjeta_credito,Ecuador,1989179.51,0.0,1989179.51,ventas@retailtech.co,interno
PED-000309,CLI-00137,2023-02-11,2023-02-14,entregado,marketplace,efectivo,Colombia,111164.69,0.04,106718.1,ventas@retailtech.co,interno
PED-000310,CLI-00170,2024-09-14,2024-09-25,entregado,mobile,tarjeta_credito,Colombia,1854357.6,0.0,1854357.6,ventas@retailtech.co,interno
PED-000311,CLI-00193,2024-04-01,2024-04-12,entregado,web,efectivo,Perú,1803461.64,0.03,1749357.79,ventas@retailtech.co,interno
PED-000312,CLI-00210,2024-03-13,,enviado,tienda_fisica,transferencia,Argentina,1320588.25,0.0,1320588.25,ventas@retailtech.co,interno
PED-000313,CLI-00249,2024-03-30,,enviado,marketplace,PSE,Argentina,1562702.66,0.12,1375178.34,ventas@retailtech.co,interno
PED-000314,CLI-00202,2023-05-28,2023-06-01,entregado,web,credito_tienda,Perú,3459628.94,0.0,3459628.94,ventas@retailtech.co,interno
PED-000315,CLI-00084,2024-02-24,,enviado,mobile,PSE,Perú,632753.21,0.08,582132.95,ventas@retailtech.co,interno
PED-000316,CLI-00275,2024-05-17,2024-05-18,entregado,mobile,tarjeta_credito,Colombia,2058598.68,0.09,1873324.8,ventas@retailtech.co,interno
PED-000317,CLI-00177,2023-11-04,,enviado,marketplace,PSE,Perú,1667080.56,0.25,1250310.42,ventas@retailtech.co,interno
PED-000318,CLI-00044,2024-10-22,,cancelado,tienda_fisica,credito_tienda,Perú,439757.46,0.0,439757.46,ventas@retailtech.co,interno
PED-000319,CLI-00012,2023-09-22,2023-10-03,entregado,tienda_fisica,PSE,Argentina,2868525.76,0.29,2036653.29,ventas@retailtech.co,interno
PED-000320,CLI-00035,2023-11-24,,enviado,tienda_fisica,efectivo,Perú,2434158.58,0.0,2434158.58,ventas@retailtech.co,interno
PED-000321,CLI-00120,2023-12-31,2024-01-01,entregado,mobile,tarjeta_credito,Argentina,1865402.85,0.0,1865402.85,ventas@retailtech.co,interno
PED-000322,CLI-00216,2024-07-10,2024-07-16,entregado,web,credito_tienda,Argentina,2405260.85,0.25,1803945.64,ventas@retailtech.co,interno
PED-000323,CLI-00241,2023-05-28,2023-05-29,entregado,tienda_fisica,PSE,Colombia,1002926.72,0.0,1002926.72,ventas@retailtech.co,interno
PED-000324,CLI-00070,2024-05-30,2024-06-03,entregado,marketplace,transferencia,Colombia,1966326.87,0.24,1494408.42,ventas@retailtech.co,interno
PED-000325,CLI-00261,2023-05-15,,enviado,tienda_fisica,PSE,Ecuador,1107717.79,0.14,952637.3,ventas@retailtech.co,interno
PED-000326,CLI-00188,2023-05-02,2023-05-06,entregado,mobile,PSE,México,2437498.72,0.0,2437498.72,ventas@retailtech.co,interno
PED-000327,CLI-00252,2024-03-11,2024-03-23,devuelto,web,PSE,Colombia,90352.28,0.03,87641.71,ventas@retailtech.co,interno
PED-000328,CLI-00156,2024-11-06,,pendiente,web,tarjeta_credito,Chile,230946.7,0.0,230946.7,ventas@retailtech.co,interno
PED-000329,CLI-00124,2023-04-09,2023-04-22,entregado,mobile,efectivo,Colombia,2116227.1,0.0,2116227.1,ventas@retailtech.co,interno
PED-000330,CLI-00148,2023-10-12,,enviado,web,tarjeta_credito,Argentina,582936.74,0.1,524643.07,ventas@retailtech.co,interno
PED-000331,CLI-00004,2024-06-25,2024-06-29,entregado,web,PSE,Argentina,621912.78,0.29,441558.07,ventas@retailtech.co,interno
PED-000332,CLI-00065,2024-05-01,,cancelado,mobile,efectivo,Perú,2073097.48,0.0,2073097.48,ventas@retailtech.co,interno
PED-000333,CLI-00276,2024-06-10,2024-06-14,entregado,web,credito_tienda,México,2670897.83,0.0,2670897.83,ventas@retailtech.co,interno
PED-000334,CLI-00290,2024-01-05,2024-01-17,entregado,web,transferencia,Chile,2534424.59,0.0,2534424.59,ventas@retailtech.co,interno
PED-000335,CLI-00251,2023-11-16,2023-11-27,entregado,mobile,tarjeta_credito,Perú,1949857.72,0.13,1696376.22,ventas@retailtech.co,interno
PED-000336,CLI-00233,2024-01-12,2024-01-15,devuelto,marketplace,credito_tienda,Ecuador,2367702.22,0.0,2367702.22,ventas@retailtech.co,interno
PED-000337,CLI-00103,2023-05-03,2023-05-06,entregado,web,efectivo,México,2440253.98,0.0,2440253.98,ventas@retailtech.co,interno
PED-000338,CLI-00170,2024-09-01,2024-09-15,entregado,tienda_fisica,transferencia,Chile,2937429.23,0.04,2819932.06,ventas@retailtech.co,interno
PED-000339,CLI-00075,2024-09-09,2024-09-16,entregado,tienda_fisica,transferencia,Perú,537124.99,0.15,456556.24,ventas@retailtech.co,interno
PED-000340,CLI-00017,2023-05-18,2023-05-19,entregado,mobile,transferencia,Argentina,208662.16,0.0,208662.16,ventas@retailtech.co,interno
PED-000341,CLI-00290,2023-06-06,2023-06-11,entregado,marketplace,PSE,Chile,290897.48,0.03,282170.56,ventas@retailtech.co,interno
PED-000342,CLI-00013,2024-05-17,2024-05-26,entregado,web,transferencia,Colombia,1219064.38,0.0,1219064.38,ventas@retailtech.co,interno
PED-000343,CLI-00185,2023-11-19,2023-12-03,entregado,mobile,transferencia,Perú,1622305.43,0.0,1622305.43,ventas@retailtech.co,interno
PED-000344,CLI-00278,2024-02-03,,enviado,marketplace,credito_tienda,México,405102.43,0.0,405102.43,ventas@retailtech.co,interno
PED-000345,CLI-00211,2024-02-05,2024-02-10,entregado,tienda_fisica,efectivo,Colombia,3398775.89,0.0,3398775.89,ventas@retailtech.co,interno
PED-000346,CLI-00017,2023-02-16,,pendiente,tienda_fisica,transferencia,Colombia,1298275.08,0.0,1298275.08,ventas@retailtech.co,interno
PED-000347,CLI-00190,2024-01-01,2024-01-08,entregado,web,tarjeta_credito,Chile,2322809.02,0.0,2322809.02,ventas@retailtech.co,interno
PED-000348,CLI-00248,2023-06-23,,enviado,marketplace,efectivo,Colombia,1158256.01,0.0,1158256.01,ventas@retailtech.co,interno
PED-000349,CLI-00288,2024-08-25,2024-08-26,entregado,web,PSE,Chile,1381295.25,0.11,1229352.77,ventas@retailtech.co,interno
PED-000350,CLI-00125,2024-11-14,2024-11-20,entregado,marketplace,tarjeta_credito,Argentina,1065835.12,0.0,1065835.12,ventas@retailtech.co,interno
PED-000351,CLI-00058,2023-09-29,2023-09-30,entregado,web,credito_tienda,Chile,2017984.41,0.0,2017984.41,ventas@retailtech.co,interno
PED-000352,CLI-00050,2024-08-03,2024-08-16,entregado,tienda_fisica,credito_tienda,Chile,1509192.97,0.0,1509192.97,ventas@retailtech.co,interno
PED-000353,CLI-00268,2024-07-06,2024-07-12,entregado,mobile,tarjeta_credito,Ecuador,1422995.82,0.0,1422995.82,ventas@retailtech.co,interno
PED-000354,CLI-00277,2023-07-11,2023-07-21,entregado,tienda_fisica,credito_tienda,Argentina,2321301.6,0.0,2321301.6,ventas@retailtech.co,interno
PED-000355,CLI-00272,2024-03-20,,cancelado,mobile,PSE,México,233088.77,0.22,181809.24,ventas@retailtech.co,interno
PED-000356,CLI-00042,2023-11-04,2023-11-18,entregado,mobile,transferencia,Chile,1132319.8,0.0,1132319.8,ventas@retailtech.co,interno
PED-000357,CLI-00147,2024-10-23,,cancelado,web,PSE,México,2411820.79,0.0,2411820.79,ventas@retailtech.co,interno
PED-000358,CLI-00023,2023-11-14,,pendiente,mobile,PSE,Chile,1970391.91,0.0,1970391.91,ventas@retailtech.co,interno
PED-000359,CLI-00027,2023-09-22,,enviado,marketplace,tarjeta_credito,Colombia,1938703.74,0.08,1783607.44,ventas@retailtech.co,interno
PED-000360,CLI-00239,2023-03-27,,cancelado,tienda_fisica,tarjeta_credito,Perú,1060477.63,0.0,1060477.63,ventas@retailtech.co,interno
PED-000361,CLI-00155,2023-05-24,2023-05-28,devuelto,marketplace,tarjeta_credito,México,2577319.41,0.0,2577319.41,ventas@retailtech.co,interno
PED-000362,CLI-00248,2023-11-17,2023-11-23,entregado,mobile,PSE,Colombia,2825299.59,0.22,2203733.68,ventas@retailtech.co,interno
PED-000363,CLI-00289,2023-10-09,,enviado,tienda_fisica,tarjeta_credito,Chile,908713.07,0.0,908713.07,ventas@retailtech.co,interno
PED-000364,CLI-00090,2024-05-01,2024-05-12,entregado,tienda_fisica,transferencia,Ecuador,990124.83,0.0,990124.83,ventas@retailtech.co,interno
PED-000365,CLI-00035,2023-11-12,2023-11-13,entregado,mobile,efectivo,Argentina,145962.78,0.27,106552.83,ventas@retailtech.co,interno
PED-000366,CLI-00146,2024-10-16,2024-10-28,entregado,marketplace,transferencia,Colombia,2847569.79,0.0,2847569.79,ventas@retailtech.co,interno
PED-000367,CLI-00145,2024-02-07,,cancelado,tienda_fisica,PSE,México,1070586.33,0.28,770822.16,ventas@retailtech.co,interno
PED-000368,CLI-00022,2024-10-08,,cancelado,tienda_fisica,tarjeta_credito,Perú,2847560.96,0.0,2847560.96,ventas@retailtech.co,interno
PED-000369,CLI-00098,2024-02-27,2024-03-13,entregado,tienda_fisica,credito_tienda,Colombia,3071745.26,0.22,2395961.3,ventas@retailtech.co,interno
PED-000370,CLI-00034,2024-09-08,2024-09-20,entregado,mobile,transferencia,Ecuador,1600084.59,0.22,1248065.98,ventas@retailtech.co,interno
PED-000371,CLI-00068,2024-02-15,,enviado,mobile,PSE,Argentina,1086777.69,0.0,1086777.69,ventas@retailtech.co,interno
PED-000372,CLI-00194,2024-10-26,2024-11-08,entregado,marketplace,transferencia,Ecuador,2089206.03,0.0,2089206.03,ventas@retailtech.co,interno
PED-000373,CLI-00243,2023-06-27,,enviado,tienda_fisica,PSE,Perú,2803362.12,0.25,2102521.59,ventas@retailtech.co,interno
PED-000374,CLI-00142,2024-08-07,,cancelado,web,transferencia,México,3319679.53,0.0,3319679.53,ventas@retailtech.co,interno
PED-000375,CLI-00056,2023-06-22,2023-06-23,entregado,tienda_fisica,PSE,Argentina,1515439.2,0.0,1515439.2,ventas@retailtech.co,interno
PED-000376,CLI-00291,2024-06-22,,enviado,web,PSE,Ecuador,3221961.94,0.0,3221961.94,ventas@retailtech.co,interno
