item_id,pedido_id,producto_id,cantidad,precio_unitario,descuento_pct,subtotal,data_owner,clasificacion_dato
ITEM-0000955,PED-000272,PROD-0018,4,432931.88,0.1,1558554.77,ventas@retailtech.co,interno
ITEM-0000956,PED-000272,PROD-0036,5,611787.17,0.0,3058935.85,ventas@retailtech.co,interno
ITEM-0000957,PED-000273,PROD-0036,5,611787.17,0.0,3058935.85,ventas@retailtech.co,interno
ITEM-0000958,PED-000273,PROD-0001,3,742852.47,0.05,2117129.54,ventas@retailtech.co,interno
ITEM-0000959,PED-000273,PROD-0008,2,1116265.86,0.01,2210206.4,ventas@retailtech.co,interno
ITEM-0000960,PED-000273,PROD-0012,5,881691.78,0.16,3703105.48,ventas@retailtech.co,interno
ITEM-0000961,PED-000273,PROD-0063,3,1479317.46,0.0,4437952.38,ventas@retailtech.co,interno
ITEM-0000962,PED-000273,PROD-0067,1,249950.21,0.0,249950.21,ventas@retailtech.co,interno
ITEM-0000963,PED-000274,PROD-0072,1,1025779.5,0.0,1025779.5,ventas@retailtech.co,interno
ITEM-0000964,PED-000274,PROD-0008,1,1116265.86,0.0,1116265.86,ventas@retailtech.co,interno
ITEM-0000965,PED-000274,PROD-0012,4,881691.78,0.02,3456231.78,ventas@retailtech.co,interno
ITEM-0000966,PED-000275,PROD-0012,3,881691.78,0.0,2645075.34,ventas@retailtech.co,interno
ITEM-0000967,PED-000275,PROD-0041,4,1761329.31,0.0,7045317.24,ventas@retailtech.co,interno
ITEM-0000968,PED-000275,PROD-0024,5,766955.3,0.0,3834776.5,ventas@retailtech.co,interno
ITEM-0000969,PED-000275,PROD-0055,1,1430288.26,0.0,1430288.26,ventas@retailtech.co,interno
ITEM-0000970,PED-000275,PROD-0011,1,123753.11,0.12,108902.74,ventas@retailtech.co,interno
ITEM-0000971,PED-000275,PROD-0006,1,1897679.9,0.0,1897679.9,ventas@retailtech.co,interno
ITEM-0000972,PED-000276,PROD-0033,3,1029632.63,0.0,3088897.89,ventas@retailtech.co,interno
ITEM-0000973,PED-000276,PROD-0012,3,881691.78,0.0,2645075.34,ventas@retailtech.co,interno
ITEM-0000974,PED-000276,PROD-0065,2,687150.69,0.03,1333072.34,ventas@retailtech.co,interno
ITEM-0000975,PED-000276,PROD-0074,5,229405.81,0.0,1147029.05,ventas@retailtech.co,interno
ITEM-0000976,PED-000277,PROD-0076,4,543460.5,0.0,2173842.0,ventas@retailtech.co,interno
ITEM-0000977,PED-000277,PROD-0072,5,1025779.5,0.0,5128897.5,ventas@retailtech.co,interno
ITEM-0000978,PED-000277,PROD-0074,4,229405.81,0.08,844213.38,ventas@retailtech.co,interno
ITEM-0000979,PED-000277,PROD-0028,1,723894.86,0.16,608071.68,ventas@retailtech.co,interno
ITEM-0000980,PED-000278,PROD-0019,1,737798.67,0.0,737798.67,ventas@retailtech.co,interno
ITEM-0000981,PED-000278,PROD-0061,1,27982.94,0.0,27982.94,ventas@retailtech.co,interno
ITEM-0000982,PED-000278,PROD-0026,3,354497.85,0.0,1063493.55,ventas@retailtech.co,interno
ITEM-0000983,PED-000278,PROD-0040,3,124948.73,0.13,326116.19,ventas@retailtech.co,interno
ITEM-0000984,PED-000278,PROD-0069,4,518625.17,0.0,2074500.68,ventas@retailtech.co,interno
ITEM-0000985,PED-000279,PROD-0009,3,36481.18,0.0,109443.54,ventas@retailtech.co,interno
ITEM-0000986,PED-000279,PROD-0060,3,353421.97,0.0,1060265.91,ventas@retailtech.co,interno
ITEM-0000987,PED-000280,PROD-0031,1,741330.7,0.0,741330.7,ventas@retailtech.co,interno
ITEM-0000988,PED-000280,PROD-0044,3,78683.26,0.09,214805.3,ventas@retailtech.co,interno
ITEM-0000989,PED-000280,PROD-0020,4,1093142.43,0.0,4372569.72,ventas@retailtech.co,interno
ITEM-0000990,PED-000280,PROD-0054,5,1063163.39,0.0,5315816.95,ventas@retailtech.co,interno
ITEM-0000991,PED-000280,PROD-0068,3,500101.76,0.19,1215247.28,ventas@retailtech.co,interno
ITEM-0000992,PED-000281,PROD-0025,2,749253.67,0.0,1498507.34,ventas@retailtech.co,interno
ITEM-0000993,PED-000281,PROD-0071,3,636447.85,0.0,1909343.55,ventas@retailtech.co,interno
ITEM-0000994,PED-000281,PROD-0039,2,183213.03,0.0,366426.06,ventas@retailtech.co,interno
ITEM-0000995,PED-000281,PROD-0023,3,1434148.69,0.0,4302446.07,ventas@retailtech.co,interno
ITEM-0000996,PED-000281,PROD-0041,4,1761329.31,0.19,5706706.96,ventas@retailtech.co,interno
ITEM-0000997,PED-000282,PROD-0007,1,155021.22,0.0,155021.22,ventas@retailtech.co,interno
ITEM-0000998,PED-000282,PROD-0051,4,665064.14,0.0,2660256.56,ventas@retailtech.co,interno
ITEM-0000999,PED-000282,PROD-0047,5,1157752.12,0.0,5788760.6,ventas@retailtech.co,interno
ITEM-0001000,PED-000282,PROD-0058,1,528769.89,0.0,528769.89,ventas@retailtech.co,interno
ITEM-0001001,PED-000282,PROD-0043,5,953349.99,0.18,3908734.96,ventas@retailtech.co,interno
ITEM-0001002,PED-000282,PROD-0046,3,963746.17,0.0,2891238.51,ventas@retailtech.co,interno
ITEM-0001003,PED-000283,PROD-0040,2,124948.73,0.0,249897.46,ventas@retailtech.co,interno
ITEM-0001004,PED-000283,PROD-0004,1,540175.49,0.09,491559.7,ventas@retailtech.co,interno
ITEM-0001005,PED-000283,PROD-0077,5,137905.41,0.02,675736.51,ventas@retailtech.co,interno
ITEM-0001006,PED-000283,PROD-0014,1,1311821.55,0.0,1311821.55,ventas@retailtech.co,interno
ITEM-0001007,PED-000284,PROD-0057,2,1097866.23,0.0,2195732.46,ventas@retailtech.co,interno
ITEM-0001008,PED-000284,PROD-0050,1,183017.2,0.0,183017.2,ventas@retailtech.co,interno
ITEM-0001009,PED-000284,PROD-0007,5,155021.22,0.0,775106.1,ventas@retailtech.co,interno
ITEM-0001010,PED-000285,PROD-0041,1,1761329.31,0.0,1761329.31,ventas@retailtech.co,interno
ITEM-0001011,PED-000285,PROD-0035,1,949353.73,0.13,825937.75,ventas@retailtech.co,interno
ITEM-0001012,PED-000286,PROD-0057,5,1097866.23,0.0,5489331.15,ventas@retailtech.co,interno
ITEM-0001013,PED-000286,PROD-0041,1,1761329.31,0.0,1761329.31,ventas@retailtech.co,interno
ITEM-0001014,PED-000287,PROD-0007,3,155021.22,0.0,465063.66,ventas@retailtech.co,interno
ITEM-0001015,PED-000287,PROD-0011,2,123753.11,0.07,230180.78,ventas@retailtech.co,interno
ITEM-0001016,PED-000287,PROD-0041,5,1761329.31,0.0,8806646.55,ventas@retailtech.co,interno
ITEM-0001017,PED-000287,PROD-0015,5,951784.59,0.0,4758922.95,ventas@retailtech.co,interno
ITEM-0001018,PED-000288,PROD-0037,4,405887.25,0.17,1347545.67,ventas@retailtech.co,interno
ITEM-0001019,PED-000288,PROD-0006,4,1897679.9,0.0,7590719.6,ventas@retailtech.co,interno
ITEM-0001020,PED-000288,PROD-0064,1,39813.09,0.14,34239.26,ventas@retailtech.co,interno
ITEM-0001021,PED-000288,PROD-0013,5,1240373.1,0.0,6201865.5,ventas@retailtech.co,interno
ITEM-0001022,PED-000289,PROD-0004,3,540175.49,0.12,1426063.29,ventas@retailtech.co,interno
ITEM-0001023,PED-000289,PROD-0030,3,140352.75,0.0,421058.25,ventas@retailtech.co,interno
ITEM-0001024,PED-000289,PROD-0009,5,36481.18,0.0,182405.9,ventas@retailtech.co,interno
ITEM-0001025,PED-000289,PROD-0007,3,155021.22,0.0,465063.66,ventas@retailtech.co,interno
ITEM-0001026,PED-000289,PROD-0002,1,1236500.81,0.09,1125215.74,ventas@retailtech.co,interno
ITEM-0001027,PED-000289,PROD-0051,5,665064.14,0.0,3325320.7,ventas@retailtech.co,interno
ITEM-0001028,PED-000290,PROD-0009,3,36481.18,0.0,109443.54,ventas@retailtech.co,interno
ITEM-0001029,PED-000290,PROD-0010,1,181104.21,0.2,144883.37,ventas@retailtech.co,interno
ITEM-0001030,PED-000290,PROD-0070,3,366909.96,0.12,968642.29,ventas@retailtech.co,interno
ITEM-0001031,PED-000291,PROD-0070,3,366909.96,0.05,1045693.39,ventas@retailtech.co,interno
ITEM-0001032,PED-000291,PROD-0046,3,963746.17,0.0,2891238.51,ventas@retailtech.co,interno
ITEM-0001033,PED-000292,PROD-0019,4,737798.67,0.0,2951194.68,ventas@retailtech.co,interno
ITEM-0001034,PED-000292,PROD-0006,1,1897679.9,0.0,1897679.9,ventas@retailtech.co,interno
ITEM-0001035,PED-000292,PROD-0047,4,1157752.12,0.0,4631008.48,ventas@retailtech.co,interno
ITEM-0001036,PED-000293,PROD-0002,5,1236500.81,0.0,6182504.05,ventas@retailtech.co,interno
ITEM-0001037,PED-000293,PROD-0003,5,1522918.39,0.0,7614591.95,ventas@retailtech.co,interno
ITEM-0001038,PED-000293,PROD-0051,4,665064.14,0.0,2660256.56,ventas@retailtech.co,interno
ITEM-0001039,PED-000293,PROD-0074,1,229405.81,0.18,188112.76,ventas@retailtech.co,interno
ITEM-0001040,PED-000293,PROD-0055,4,1430288.26,0.0,5721153.04,ventas@retailtech.co,interno
ITEM-0001041,PED-000294,PROD-0017,5,623582.81,0.0,3117914.05,ventas@retailtech.co,interno
ITEM-0001042,PED-000294,PROD-0028,3,723894.86,0.0,2171684.58,ventas@retailtech.co,interno
ITEM-0001043,PED-000294,PROD-0025,4,749253.67,0.0,2997014.68,ventas@retailtech.co,interno
ITEM-0001044,PED-000294,PROD-0073,4,421618.06,0.17,1399771.96,ventas@retailtech.co,interno
ITEM-0001045,PED-000294,PROD-0037,3,405887.25,0.0,1217661.75,ventas@retailtech.co,interno
ITEM-0001046,PED-000294,PROD-0040,2,124948.73,0.0,249897.46,ventas@retailtech.co,interno
ITEM-0001047,PED-000295,PROD-0002,2,1236500.81,0.06,2324621.52,ventas@retailtech.co,interno
ITEM-0001048,PED-000295,PROD-0010,2,181104.21,0.04,347720.08,ventas@retailtech.co,interno
ITEM-0001049,PED-000295,PROD-0064,1,39813.09,0.0,39813.09,ventas@retailtech.co,interno
ITEM-0001050,PED-000296,PROD-0024,2,766955.3,0.0,1533910.6,ventas@retailtech.co,interno
ITEM-0001051,PED-000296,PROD-0075,5,1396457.74,0.03,6772820.04,ventas@retailtech.co,interno
ITEM-0001052,PED-000296,PROD-0008,2,1116265.86,0.0,2232531.72,ventas@retailtech.co,interno
ITEM-0001053,PED-000297,PROD-0009,1,36481.18,0.01,36116.37,ventas@retailtech.co,interno
ITEM-0001054,PED-000298,PROD-0054,1,1063163.39,0.0,1063163.39,ventas@retailtech.co,interno
ITEM-0001055,PED-000299,PROD-0070,5,366909.96,0.1,1651094.82,ventas@retailtech.co,interno
ITEM-0001056,PED-000300,PROD-0002,1,1236500.81,0.0,1236500.81,ventas@retailtech.co,interno
ITEM-0001057,PED-000300,PROD-0020,4,1093142.43,0.0,4372569.72,ventas@retailtech.co,interno
ITEM-0001058,PED-000301,PROD-0079,3,251749.6,0.07,702381.38,ventas@retailtech.co,interno
ITEM-0001059,PED-000301,PROD-0001,4,742852.47,0.0,2971409.88,ventas@retailtech.co,interno
ITEM-0001060,PED-000302,PROD-0072,2,1025779.5,0.0,2051559.0,ventas@retailtech.co,interno
ITEM-0001061,PED-000302,PROD-0070,5,366909.96,0.15,1559367.33,ventas@retailtech.co,interno
ITEM-0001062,PED-000302,PROD-0058,3,528769.89,0.0,1586309.67,ventas@retailtech.co,interno
ITEM-0001063,PED-000302,PROD-0042,1,44326.78,0.0,44326.78,ventas@retailtech.co,interno
ITEM-0001064,PED-000302,PROD-0073,2,421618.06,0.0,843236.12,ventas@retailtech.co,interno
ITEM-0001065,PED-000303,PROD-0002,4,1236500.81,0.0,4946003.24,ventas@retailtech.co,interno
ITEM-0001066,PED-000303,PROD-0019,5,737798.67,0.0,3688993.35,ventas@retailtech.co,interno
ITEM-0001067,PED-000304,PROD-0060,2,353421.97,0.0,706843.94,ventas@retailtech.co,interno
ITEM-0001068,PED-000304,PROD-0004,4,540175.49,0.0,2160701.96,ventas@retailtech.co,interno
ITEM-0001069,PED-000304,PROD-0077,3,137905.41,0.05,393030.42,ventas@retailtech.co,interno
ITEM-0001070,PED-000305,PROD-0001,1,742852.47,0.0,742852.47,ventas@retailtech.co,interno
ITEM-0001071,PED-000305,PROD-0024,5,766955.3,0.03,3719733.2,ventas@retailtech.co,interno
ITEM-0001072,PED-000305,PROD-0025,3,749253.67,0.1,2022984.91,ventas@retailtech.co,interno
ITEM-0001073,PED-000305,PROD-0056,1,446760.97,0.0,446760.97,ventas@retailtech.co,interno
ITEM-0001074,PED-000305,PROD-0022,4,550441.19,0.14,1893517.69,ventas@retailtech.co,interno
ITEM-0001075,PED-000306,PROD-0013,4,1240373.1,0.0,4961492.4,ventas@retailtech.co,interno
ITEM-0001076,PED-000306,PROD-0056,3,446760.97,0.0,1340282.91,ventas@retailtech.co,interno
ITEM-0001077,PED-000306,PROD-0014,5,1311821.55,0.0,6559107.75,ventas@retailtech.co,interno
ITEM-0001078,PED-000306,PROD-0015,5,951784.59,0.11,4235441.43,ventas@retailtech.co,interno
ITEM-0001079,PED-000306,PROD-0065,4,687150.69,0.0,2748602.76,ventas@retailtech.co,interno
ITEM-0001080,PED-000307,PROD-0022,5,550441.19,0.0,2752205.95,ventas@retailtech.co,interno
ITEM-0001081,PED-000307,PROD-0013,1,1240373.1,0.15,1054317.14,ventas@retailtech.co,interno
ITEM-0001082,PED-000307,PROD-0049,2,74716.05,0.0,149432.1,ventas@retailtech.co,interno
ITEM-0001083,PED-000307,PROD-0072,5,1025779.5,0.01,5077608.53,ventas@retailtech.co,interno
ITEM-0001084,PED-000308,PROD-0078,4,1629918.73,0.16,5476526.93,ventas@retailtech.co,interno
ITEM-0001085,PED-000308,PROD-0020,3,1093142.43,0.0,3279427.29,ventas@retailtech.co,interno
ITEM-0001086,PED-000308,PROD-0066,3,85285.86,0.13,222596.09,ventas@retailtech.co,interno
ITEM-0001087,PED-000308,PROD-0075,5,1396457.74,0.0,6982288.7,ventas@retailtech.co,interno
ITEM-0001088,PED-000309,PROD-0062,2,621753.99,0.0,1243507.98,ventas@retailtech.co,interno
ITEM-0001089,PED-000309,PROD-0021,5,1207608.63,0.0,6038043.15,ventas@retailtech.co,interno
ITEM-0001090,PED-000309,PROD-0001,2,742852.47,0.0,1485704.94,ventas@retailtech.co,interno
ITEM-0001091,PED-000309,PROD-0007,2,155021.22,0.0,310042.44,ventas@retailtech.co,interno
ITEM-0001092,PED-000309,PROD-0023,1,1434148.69,0.0,1434148.69,ventas@retailtech.co,interno
ITEM-0001093,PED-000309,PROD-0071,4,636447.85,0.13,2214838.52,ventas@retailtech.co,interno
ITEM-0001094,PED-000310,PROD-0017,5,623582.81,0.0,3117914.05,ventas@retailtech.co,interno
ITEM-0001095,PED-000310,PROD-0068,2,500101.76,0.13,870177.06,ventas@retailtech.co,interno
ITEM-0001096,PED-000310,PROD-0015,1,951784.59,0.0,951784.59,ventas@retailtech.co,interno
ITEM-0001097,PED-000310,PROD-0009,2,36481.18,0.06,68584.62,ventas@retailtech.co,interno
ITEM-0001098,PED-000310,PROD-0054,2,1063163.39,0.0,2126326.78,ventas@retailtech.co,interno
ITEM-0001099,PED-000310,PROD-0047,2,1157752.12,0.0,2315504.24,ventas@retailtech.co,interno
ITEM-0001100,PED-000311,PROD-0064,2,39813.09,0.0,79626.18,ventas@retailtech.co,interno
ITEM-0001101,PED-000311,PROD-0046,2,963746.17,0.0,1927492.34,ventas@retailtech.co,interno
ITEM-0001102,PED-000311,PROD-0017,2,623582.81,0.0,1247165.62,ventas@retailtech.co,interno
ITEM-0001103,PED-000311,PROD-0014,4,1311821.55,0.0,5247286.2,ventas@retailtech.co,interno
ITEM-0001104,PED-000312,PROD-0053,3,50909.74,0.0,152729.22,ventas@retailtech.co,interno
ITEM-0001105,PED-000313,PROD-0008,3,1116265.86,0.12,2946941.87,ventas@retailtech.co,interno
ITEM-0001106,PED-000314,PROD-0059,1,248256.24,0.0,248256.24,ventas@retailtech.co,interno
ITEM-0001107,PED-000314,PROD-0046,2,963746.17,0.0,1927492.34,ventas@retailtech.co,interno
ITEM-0001108,PED-000314,PROD-0051,1,665064.14,0.0,665064.14,ventas@retailtech.co,interno
ITEM-0001109,PED-000314,PROD-0075,2,1396457.74,0.02,2737057.17,ventas@retailtech.co,interno
ITEM-0001110,PED-000315,PROD-0010,5,181104.21,0.11,805913.73,ventas@retailtech.co,interno
ITEM-0001111,PED-000315,PROD-0061,1,27982.94,0.01,27703.11,ventas@retailtech.co,interno
ITEM-0001112,PED-000315,PROD-0039,2,183213.03,0.15,311462.15,ventas@retailtech.co,interno
ITEM-0001113,PED-000315,PROD-0049,3,74716.05,0.0,224148.15,ventas@retailtech.co,interno
ITEM-0001114,PED-000315,PROD-0006,4,1897679.9,0.0,7590719.6,ventas@retailtech.co,interno
ITEM-0001115,PED-000315,PROD-0021,2,1207608.63,0.0,2415217.26,ventas@retailtech.co,interno
ITEM-0001116,PED-000316,PROD-0016,4,664360.12,0.0,2657440.48,ventas@retailtech.co,interno
ITEM-0001117,PED-000316,PROD-0054,1,1063163.39,0.0,1063163.39,ventas@retailtech.co,interno
ITEM-0001118,PED-000317,PROD-0048,4,805546.08,0.0,3222184.32,ventas@retailtech.co,interno
ITEM-0001119,PED-000317,PROD-0054,4,1063163.39,0.02,4167600.49,ventas@retailtech.co,interno
ITEM-0001120,PED-000317,PROD-0051,5,665064.14,0.07,3092548.25,ventas@retailtech.co,interno
ITEM-0001121,PED-000317,PROD-0059,1,248256.24,0.0,248256.24,ventas@retailtech.co,interno
ITEM-0001122,PED-000317,PROD-0006,3,1897679.9,0.16,4782153.35,ventas@retailtech.co,interno
ITEM-0001123,PED-000318,PROD-0005,4,1154567.08,0.14,3971710.76,ventas@retailtech.co,interno
ITEM-0001124,PED-000318,PROD-0057,5,1097866.23,0.14,4720824.79,ventas@retailtech.co,interno
ITEM-0001125,PED-000318,PROD-0056,5,446760.97,0.0,2233804.85,ventas@retailtech.co,interno
ITEM-0001126,PED-000319,PROD-0039,5,183213.03,0.0,916065.15,ventas@retailtech.co,interno
ITEM-0001127,PED-000320,PROD-0025,2,749253.67,0.0,1498507.34,ventas@retailtech.co,interno
ITEM-0001128,PED-000320,PROD-0017,1,623582.81,0.0,623582.81,ventas@retailtech.co,interno
ITEM-0001129,PED-000320,PROD-0022,2,550441.19,0.0,1100882.38,ventas@retailtech.co,interno
ITEM-0001130,PED-000320,PROD-0050,4,183017.2,0.0,732068.8,ventas@retailtech.co,interno
ITEM-0001131,PED-000321,PROD-0044,5,78683.26,0.13,342272.18,ventas@retailtech.co,interno
ITEM-0001132,PED-000321,PROD-0072,1,1025779.5,0.0,1025779.5,ventas@retailtech.co,interno
ITEM-0001133,PED-000321,PROD-0042,4,44326.78,0.12,156030.27,ventas@retailtech.co,interno
ITEM-0001134,PED-000321,PROD-0035,5,949353.73,0.0,4746768.65,ventas@retailtech.co,interno
ITEM-0001135,PED-000321,PROD-0020,5,1093142.43,0.03,5301740.79,ventas@retailtech.co,interno
ITEM-0001136,PED-000321,PROD-0013,2,1240373.1,0.18,2034211.88,ventas@retailtech.co,interno
ITEM-0001137,PED-000322,PROD-0011,2,123753.11,0.0,247506.22,ventas@retailtech.co,interno
ITEM-0001138,PED-000322,PROD-0077,2,137905.41,0.14,237197.31,ventas@retailtech.co,interno
ITEM-0001139,PED-000322,PROD-0074,3,229405.81,0.19,557456.12,ventas@retailtech.co,interno
ITEM-0001140,PED-000322,PROD-0049,2,74716.05,0.13,130005.93,ventas@retailtech.co,interno
ITEM-0001141,PED-000322,PROD-0034,3,1895895.97,0.0,5687687.91,ventas@retailtech.co,interno
ITEM-0001142,PED-000322,PROD-0029,2,348505.64,0.0,697011.28,ventas@retailtech.co,interno
ITEM-0001143,PED-000323,PROD-0005,1,1154567.08,0.0,1154567.08,ventas@retailtech.co,interno
ITEM-0001144,PED-000323,PROD-0031,3,741330.7,0.11,1979352.97,ventas@retailtech.co,interno
ITEM-0001145,PED-000324,PROD-0004,4,540175.49,0.11,1923024.74,ventas@retailtech.co,interno
ITEM-0001146,PED-000324,PROD-0048,3,805546.08,0.0,2416638.24,ventas@retailtech.co,interno
ITEM-0001147,PED-000324,PROD-0035,4,949353.73,0.0,3797414.92,ventas@retailtech.co,interno
ITEM-0001148,PED-000324,PROD-0060,3,353421.97,0.19,858815.39,ventas@retailtech.co,interno
ITEM-0001149,PED-000325,PROD-0043,5,953349.99,0.0,4766749.95,ventas@retailtech.co,interno
ITEM-0001150,PED-000325,PROD-0026,3,354497.85,0.0,1063493.55,ventas@retailtech.co,interno
ITEM-0001151,PED-000325,PROD-0047,5,1157752.12,0.08,5325659.75,ventas@retailtech.co,interno
ITEM-0001152,PED-000325,PROD-0031,1,741330.7,0.0,741330.7,ventas@retailtech.co,interno
ITEM-0001153,PED-000325,PROD-0056,3,446760.97,0.0,1340282.91,ventas@retailtech.co,interno
ITEM-0001154,PED-000325,PROD-0048,2,805546.08,0.0,1611092.16,ventas@retailtech.co,interno
ITEM-0001155,PED-000326,PROD-0003,5,1522918.39,0.0,7614591.95,ventas@retailtech.co,interno
ITEM-0001156,PED-000326,PROD-0069,5,518625.17,0.06,2437538.3,ventas@retailtech.co,interno
ITEM-0001157,PED-000326,PROD-0002,1,1236500.81,0.04,1187040.78,ventas@retailtech.co,interno
ITEM-0001158,PED-000327,PROD-0077,5,137905.41,0.0,689527.05,ventas@retailtech.co,interno
ITEM-0001159,PED-000327,PROD-0019,3,737798.67,0.04,2124860.17,ventas@retailtech.co,interno
ITEM-0001160,PED-000327,PROD-0042,2,44326.78,0.0,88653.56,ventas@retailtech.co,interno
ITEM-0001161,PED-000327,PROD-0048,3,805546.08,0.0,2416638.24,ventas@retailtech.co,interno
ITEM-0001162,PED-000328,PROD-0076,2,543460.5,0.0,1086921.0,ventas@retailtech.co,interno
ITEM-0001163,PED-000328,PROD-0016,3,664360.12,0.0,1993080.36,ventas@retailtech.co,interno
ITEM-0001164,PED-000328,PROD-0035,3,949353.73,0.0,2848061.19,ventas@retailtech.co,interno
ITEM-0001165,PED-000329,PROD-0026,3,354497.85,0.18,872064.71,ventas@retailtech.co,interno
ITEM-0001166,PED-000329,PROD-0032,2,26062.48,0.01,51603.71,ventas@retailtech.co,interno
ITEM-0001167,PED-000329,PROD-0021,5,1207608.63,0.0,6038043.15,ventas@retailtech.co,interno
ITEM-0001168,PED-000329,PROD-0054,4,1063163.39,0.0,4252653.56,ventas@retailtech.co,interno
ITEM-0001169,PED-000329,PROD-0015,1,951784.59,0.0,951784.59,ventas@retailtech.co,interno
ITEM-0001170,PED-000330,PROD-0016,1,664360.12,0.0,664360.12,ventas@retailtech.co,interno
ITEM-0001171,PED-000330,PROD-0064,5,39813.09,0.0,199065.45,ventas@retailtech.co,interno
ITEM-0001172,PED-000330,PROD-0068,5,500101.76,0.0,2500508.8,ventas@retailtech.co,interno
ITEM-0001173,PED-000330,PROD-0046,2,963746.17,0.0,1927492.34,ventas@retailtech.co,interno
ITEM-0001174,PED-000330,PROD-0022,3,550441.19,0.04,1585270.63,ventas@retailtech.co,interno
ITEM-0001175,PED-000330,PROD-0019,5,737798.67,0.05,3504543.68,ventas@retailtech.co,interno
ITEM-0001176,PED-000331,PROD-0064,1,39813.09,0.0,39813.09,ventas@retailtech.co,interno
ITEM-0001177,PED-000331,PROD-0007,4,155021.22,0.18,508469.6,ventas@retailtech.co,interno
ITEM-0001178,PED-000331,PROD-0015,2,951784.59,0.0,1903569.18,ventas@retailtech.co,interno
ITEM-0001179,PED-000331,PROD-0080,4,88962.1,0.0,355848.4,ventas@retailtech.co,interno
ITEM-0001180,PED-000331,PROD-0025,2,749253.67,0.0,1498507.34,ventas@retailtech.co,interno
ITEM-0001181,PED-000331,PROD-0021,4,1207608.63,0.0,4830434.52,ventas@retailtech.co,interno
ITEM-0001182,PED-000332,PROD-0025,3,749253.67,0.13,1955552.08,ventas@retailtech.co,interno
ITEM-0001183,PED-000332,PROD-0060,1,353421.97,0.13,307477.11,ventas@retailtech.co,interno
ITEM-0001184,PED-000332,PROD-0001,3,742852.47,0.16,1871988.22,ventas@retailtech.co,interno
ITEM-0001185,PED-000332,PROD-0015,5,951784.59,0.0,4758922.95,ventas@retailtech.co,interno
ITEM-0001186,PED-000333,PROD-0042,1,44326.78,0.0,44326.78,ventas@retailtech.co,interno
ITEM-0001187,PED-000333,PROD-0067,2,249950.21,0.0,499900.42,ventas@retailtech.co,interno
ITEM-0001188,PED-000333,PROD-0006,2,1897679.9,0.01,3757406.2,ventas@retailtech.co,interno
ITEM-0001189,PED-000334,PROD-0041,2,1761329.31,0.0,3522658.62,ventas@retailtech.co,interno
ITEM-0001190,PED-000334,PROD-0060,1,353421.97,0.0,353421.97,ventas@retailtech.co,interno
ITEM-0001191,PED-000335,PROD-0074,2,229405.81,0.11,408342.34,ventas@retailtech.co,interno
ITEM-0001192,PED-000335,PROD-0016,1,664360.12,0.0,664360.12,ventas@retailtech.co,interno
ITEM-0001193,PED-000336,PROD-0005,1,1154567.08,0.0,1154567.08,ventas@retailtech.co,interno
ITEM-0001194,PED-000336,PROD-0026,5,354497.85,0.0,1772489.25,ventas@retailtech.co,interno
ITEM-0001195,PED-000337,PROD-0020,5,1093142.43,0.17,4536541.08,ventas@retailtech.co,interno
ITEM-0001196,PED-000337,PROD-0067,2,249950.21,0.0,499900.42,ventas@retailtech.co,interno
ITEM-0001197,PED-000337,PROD-0051,3,665064.14,0.07,1855528.95,ventas@retailtech.co,interno
ITEM-0001198,PED-000337,PROD-0023,2,1434148.69,0.03,2782248.46,ventas@retailtech.co,interno
ITEM-0001199,PED-000337,PROD-0004,2,540175.49,0.0,1080350.98,ventas@retailtech.co,interno
ITEM-0001200,PED-000337,PROD-0024,4,766955.3,0.0,3067821.2,ventas@retailtech.co,interno
ITEM-0001201,PED-000338,PROD-0025,3,749253.67,0.0,2247761.01,ventas@retailtech.co,interno
ITEM-0001202,PED-000338,PROD-0067,4,249950.21,0.0,999800.84,ventas@retailtech.co,interno
ITEM-0001203,PED-000338,PROD-0078,2,1629918.73,0.05,3096845.59,ventas@retailtech.co,interno
ITEM-0001204,PED-000338,PROD-0023,2,1434148.69,0.0,2868297.38,ventas@retailtech.co,interno
ITEM-0001205,PED-000338,PROD-0001,1,742852.47,0.0,742852.47,ventas@retailtech.co,interno
ITEM-0001206,PED-000339,PROD-0061,4,27982.94,0.0,111931.76,ventas@retailtech.co,interno
ITEM-0001207,PED-000340,PROD-0071,4,636447.85,0.0,2545791.4,ventas@retailtech.co,interno
ITEM-0001208,PED-000341,PROD-0050,4,183017.2,0.02,717427.42,ventas@retailtech.co,interno
ITEM-0001209,PED-000341,PROD-0078,5,1629918.73,0.17,6764162.73,ventas@retailtech.co,interno
ITEM-0001210,PED-000342,PROD-0049,1,74716.05,0.0,74716.05,ventas@retailtech.co,interno
ITEM-0001211,PED-000342,PROD-0005,1,1154567.08,0.0,1154567.08,ventas@retailtech.co,interno
ITEM-0001212,PED-000343,PROD-0046,5,963746.17,0.0,4818730.85,ventas@retailtech.co,interno
ITEM-0001213,PED-000344,PROD-0072,3,1025779.5,0.0,3077338.5,ventas@retailtech.co,interno
ITEM-0001214,PED-000344,PROD-0024,3,766955.3,0.1,2070779.31,ventas@retailtech.co,interno
ITEM-0001215,PED-000344,PROD-0012,3,881691.78,0.0,2645075.34,ventas@retailtech.co,interno
ITEM-0001216,PED-000344,PROD-0064,3,39813.09,0.0,119439.27,ventas@retailtech.co,interno
ITEM-0001217,PED-000344,PROD-0056,2,446760.97,0.19,723752.77,ventas@retailtech.co,interno
