evento_id,cliente_id,session_id,tipo_evento,timestamp,producto_id,dispositivo,pais,duracion_seg,data_owner,clasificacion_dato
EVT-0000995,CLI-00025,SES-00001944,search,2023-12-15 01:35:53,,tablet,Colombia,531.0,analytics@retailtech.co,público
EVT-0000996,CLI-00020,SES-00001594,add_to_cart,2024-11-04 13:51:51,PROD-0014,desktop,Ecuador,425.0,analytics@retailtech.co,público
EVT-0000997,CLI-00039,SES-00001958,page_view,2024-08-05 09:26:01,,mobile,Argentina,433.0,analytics@retailtech.co,público
EVT-0000998,,SES-00001160,add_to_cart,2023-09-22 04:32:07,PROD-0045,tablet,Perú,163.0,analytics@retailtech.co,público
EVT-0000999,,SES-00001605,add_to_cart,2023-02-22 14:52:51,PROD-0072,mobile,Colombia,329.0,analytics@retailtech.co,público
EVT-0001000,CLI-00297,SES-00000502,page_view,2024-09-05 02:54:11,,desktop,Colombia,444.0,analytics@retailtech.co,público
EVT-0001001,CLI-00062,SES-00000801,checkout,2024-01-14 13:43:22,,mobile,Colombia,525.0,analytics@retailtech.co,público
EVT-0001002,,SES-00001740,add_to_cart,2024-10-08 03:13:01,PROD-0045,desktop,Colombia,584.0,analytics@retailtech.co,público
EVT-0001003,,SES-00000081,page_view,2024-11-22 12:18:41,,tablet,Colombia,578.0,analytics@retailtech.co,público
EVT-0001004,,SES-00000464,page_view,2023-11-27 06:50:56,,desktop,Colombia,278.0,analytics@retailtech.co,público
EVT-0001005,,SES-00000203,page_view,2024-07-19 15:24:16,,desktop,México,372.0,analytics@retailtech.co,público
EVT-0001006,CLI-00259,SES-00001409,checkout,2024-05-16 08:20:34,,mobile,Perú,252.0,analytics@retailtech.co,público
EVT-0001007,CLI-00143,SES-00001055,purchase,2023-11-16 01:33:14,PROD-0061,tablet,Colombia,523.0,analytics@retailtech.co,público
EVT-0001008,CLI-00197,SES-00001256,search,2023-05-08 18:11:00,,desktop,Colombia,425.0,analytics@retailtech.co,público
EVT-0001009,,SES-00001104,page_view,2023-05-26 14:27:44,,desktop,Colombia,349.0,analytics@retailtech.co,público
EVT-0001010,,SES-00001442,checkout,2023-08-25 08:07:34,,mobile,Ecuador,482.0,analytics@retailtech.co,público
EVT-0001011,,SES-00001831,remove_from_cart,2024-07-28 23:49:02,PROD-0018,tablet,Colombia,510.0,analytics@retailtech.co,público
EVT-0001012,,SES-00001777,page_view,2023-03-24 21:01:26,,desktop,Colombia,586.0,analytics@retailtech.co,público
EVT-0001013,CLI-00110,SES-00001803,page_view,2023-10-21 08:29:14,,tablet,Colombia,75.0,analytics@retailtech.co,público
EVT-0001014,CLI-00064,SES-00001717,purchase,2023-02-01 23:13:11,PROD-0056,tablet,México,587.0,analytics@retailtech.co,público
EVT-0001015,CLI-00250,SES-00000964,remove_from_cart,2024-10-14 01:56:27,PROD-0033,mobile,México,53.0,analytics@retailtech.co,público
EVT-0001016,CLI-00152,SES-00000472,page_view,2024-12-30 03:05:42,,tablet,Colombia,572.0,analytics@retailtech.co,público
EVT-0001017,,SES-00001458,add_to_cart,2023-06-27 12:01:50,PROD-0061,mobile,Chile,228.0,analytics@retailtech.co,público
EVT-0001018,,SES-00001212,search,2023-07-12 23:59:18,,desktop,Argentina,271.0,analytics@retailtech.co,público
EVT-0001019,CLI-00231,SES-00000934,checkout,2023-05-12 11:56:48,,mobile,Colombia,348.0,analytics@retailtech.co,público
EVT-0001020,CLI-00270,SES-00000191,purchase,2023-02-19 05:06:42,PROD-0024,desktop,Argentina,317.0,analytics@retailtech.co,público
EVT-0001021,CLI-00272,SES-00001694,page_view,2024-03-18 01:14:45,,mobile,México,556.0,analytics@retailtech.co,público
EVT-0001022,CLI-00147,SES-00001844,search,2024-06-01 09:11:51,,tablet,México,574.0,analytics@retailtech.co,público
EVT-0001023,CLI-00160,SES-00000973,search,2023-09-10 11:42:32,,desktop,Perú,251.0,analytics@retailtech.co,público
EVT-0001024,CLI-00067,SES-00000308,add_to_cart,2024-11-29 18:11:33,PROD-0007,mobile,Colombia,430.0,analytics@retailtech.co,público
EVT-0001025,CLI-00149,SES-00000912,search,2024-12-30 21:45:41,,tablet,Colombia,70.0,analytics@retailtech.co,público
EVT-0001026,CLI-00213,SES-00000161,checkout,2024-06-16 18:33:50,,desktop,Perú,298.0,analytics@retailtech.co,público
EVT-0001027,,SES-00001459,remove_from_cart,2024-10-14 10:50:37,PROD-0015,tablet,Colombia,236.0,analytics@retailtech.co,público
EVT-0001028,,SES-00000438,page_view,2024-10-09 10:40:03,,mobile,Colombia,411.0,analytics@retailtech.co,público
EVT-0001029,CLI-00195,SES-00000599,purchase,2024-11-21 06:32:58,PROD-0046,tablet,Argentina,476.0,analytics@retailtech.co,público
EVT-0001030,CLI-00079,SES-00000042,purchase,2024-08-06 02:45:30,PROD-0018,desktop,Colombia,24.0,analytics@retailtech.co,público
EVT-0001031,,SES-00001221,purchase,2023-01-31 03:47:16,PROD-0054,desktop,Colombia,330.0,analytics@retailtech.co,público
EVT-0001032,,SES-00001158,purchase,2024-05-15 10:37:21,PROD-0006,tablet,Colombia,15.0,analytics@retailtech.co,público
EVT-0001033,CLI-00181,SES-00001844,add_to_cart,2024-11-10 16:00:00,PROD-0062,desktop,Colombia,496.0,analytics@retailtech.co,público
EVT-0001034,CLI-00202,SES-00001442,search,2024-11-20 20:18:56,,tablet,Colombia,529.0,analytics@retailtech.co,público
EVT-0001035,CLI-00238,SES-00000680,page_view,2023-07-23 01:22:07,,desktop,Colombia,263.0,analytics@retailtech.co,público
EVT-0001036,CLI-00238,SES-00000917,search,2023-07-30 07:20:14,,tablet,Colombia,257.0,analytics@retailtech.co,público
EVT-0001038,CLI-00132,SES-00001869,page_view,2024-12-26 20:37:28,,mobile,Colombia,187.0,analytics@retailtech.co,público
EVT-0001039,,SES-00001222,add_to_cart,2024-06-06 00:50:26,PROD-0074,desktop,Colombia,404.0,analytics@retailtech.co,público
EVT-0001040,CLI-00140,SES-00001626,search,2024-02-07 22:26:38,,tablet,Colombia,175.0,analytics@retailtech.co,público
EVT-0001041,CLI-00126,SES-00001506,checkout,2023-10-24 07:23:24,,desktop,Colombia,202.0,analytics@retailtech.co,público
EVT-0001042,,SES-00001090,search,2024-02-01 18:23:45,,mobile,México,502.0,analytics@retailtech.co,público
EVT-0001043,CLI-00287,SES-00001529,checkout,2023-07-31 10:46:00,,desktop,México,230.0,analytics@retailtech.co,público
EVT-0001044,CLI-00198,SES-00001487,page_view,2024-10-30 19:19:51,,mobile,México,74.0,analytics@retailtech.co,público
EVT-0001045,,SES-00000420,add_to_cart,2023-07-07 21:24:05,PROD-0078,tablet,Colombia,110.0,analytics@retailtech.co,público
EVT-0001046,CLI-00226,SES-00001430,search,2024-08-09 12:11:55,,mobile,Colombia,40.0,analytics@retailtech.co,público
EVT-0001047,CLI-00173,SES-00000822,search,2024-08-20 10:04:40,,desktop,Ecuador,404.0,analytics@retailtech.co,público
EVT-0001048,CLI-00028,SES-00000159,search,2023-07-25 12:09:45,,mobile,Colombia,474.0,analytics@retailtech.co,público
EVT-0001049,CLI-00257,SES-00000419,page_view,2024-12-30 20:03:55,,tablet,México,201.0,analytics@retailtech.co,público
EVT-0001050,CLI-00127,SES-00001907,add_to_cart,2024-12-05 23:30:47,PROD-0047,desktop,Colombia,168.0,analytics@retailtech.co,público
EVT-0001051,CLI-00226,SES-00001428,search,2024-09-01 10:37:47,,desktop,Colombia,599.0,analytics@retailtech.co,público
EVT-0001052,CLI-00197,SES-00001906,add_to_cart,2023-02-07 15:05:11,PROD-0077,desktop,Colombia,188.0,analytics@retailtech.co,público
EVT-0001053,,SES-00001590,page_view,2024-05-04 00:03:42,,tablet,Chile,132.0,analytics@retailtech.co,público
EVT-0001054,CLI-00135,SES-00000321,search,2024-02-05 16:36:12,,desktop,Colombia,549.0,analytics@retailtech.co,público
EVT-0001055,CLI-00070,SES-00000139,checkout,2023-10-22 02:23:31,,tablet,Colombia,384.0,analytics@retailtech.co,público
EVT-0001056,CLI-00044,SES-00001365,search,2023-03-06 23:37:22,,mobile,Colombia,159.0,analytics@retailtech.co,público
EVT-0001057,CLI-00280,SES-00001005,search,2023-08-14 22:23:23,,tablet,Colombia,448.0,analytics@retailtech.co,público
EVT-0001058,,SES-00001594,page_view,2023-07-19 00:50:42,,tablet,Colombia,242.0,analytics@retailtech.co,público
EVT-0001059,CLI-00255,SES-00001488,page_view,2024-01-01 04:34:54,,desktop,Colombia,420.0,analytics@retailtech.co,público
EVT-0001060,CLI-00159,SES-00000545,purchase,2023-11-04 15:10:26,PROD-0064,mobile,Colombia,35.0,analytics@retailtech.co,público
EVT-0001061,CLI-00053,SES-00001891,checkout,2024-04-10 21:09:57,,desktop,Ecuador,51.0,analytics@retailtech.co,público
EVT-0001062,CLI-00162,SES-00000636,search,2024-06-22 17:03:59,,mobile,Chile,347.0,analytics@retailtech.co,público
EVT-0001063,CLI-00006,SES-00001152,page_view,2024-07-09 03:41:00,,tablet,Colombia,431.0,analytics@retailtech.co,público
EVT-0001064,CLI-00130,SES-00000163,search,2024-05-13 19:31:51,,tablet,Colombia,562.0,analytics@retailtech.co,público
EVT-0001065,CLI-00152,SES-00000677,search,2024-03-13 12:12:53,,desktop,Argentina,455.0,analytics@retailtech.co,público
EVT-0001066,CLI-00118,SES-00000983,page_view,2024-03-29 08:47:36,,tablet,Perú,441.0,analytics@retailtech.co,público
EVT-0001067,CLI-00177,SES-00000448,page_view,2023-06-24 16:07:39,,mobile,Colombia,511.0,analytics@retailtech.co,público
EVT-0001068,CLI-00085,SES-00000594,page_view,2023-09-08 09:20:03,,desktop,Colombia,259.0,analytics@retailtech.co,público
EVT-0001069,,SES-00001862,search,2024-04-29 04:48:26,,tablet,Colombia,78.0,analytics@retailtech.co,público
EVT-0001070,CLI-00210,SES-00001172,search,2023-10-04 11:37:31,,tablet,Chile,595.0,analytics@retailtech.co,público
EVT-0001071,CLI-00153,SES-00001476,search,2023-04-28 19:35:05,,desktop,Colombia,452.0,analytics@retailtech.co,público
EVT-0001072,CLI-00154,SES-00001399,add_to_cart,2024-10-23 16:33:22,PROD-0077,tablet,Colombia,371.0,analytics@retailtech.co,público
EVT-0001073,CLI-00275,SES-00000538,page_view,2024-04-08 03:15:07,,mobile,Argentina,400.0,analytics@retailtech.co,público
EVT-0001074,CLI-00093,SES-00000514,search,2023-03-08 13:15:54,,mobile,Colombia,450.0,analytics@retailtech.co,público
EVT-0001075,,SES-00000933,page_view,2024-10-17 05:05:09,,mobile,Colombia,75.0,analytics@retailtech.co,público
EVT-0001076,CLI-00266,SES-00000765,search,2024-09-27 02:59:35,,mobile,Colombia,227.0,analytics@retailtech.co,público
EVT-0001077,CLI-00015,SES-00001207,remove_from_cart,2023-05-10 23:11:52,PROD-0042,desktop,Colombia,117.0,analytics@retailtech.co,público
EVT-0001078,CLI-00146,SES-00001494,page_view,2024-03-24 07:24:20,,tablet,Colombia,311.0,analytics@retailtech.co,público
EVT-0001079,CLI-00241,SES-00000276,page_view,2023-07-09 09:26:08,,desktop,México,57.0,analytics@retailtech.co,público
EVT-0001080,CLI-00100,SES-00001255,purchase,2024-02-21 10:15:12,PROD-0048,mobile,Colombia,600.0,analytics@retailtech.co,público
EVT-0001081,CLI-00081,SES-00001218,add_to_cart,2024-11-17 17:01:36,PROD-0016,mobile,Argentina,574.0,analytics@retailtech.co,público
EVT-0001082,CLI-00283,SES-00001437,page_view,2024-05-15 20:20:40,,mobile,Ecuador,436.0,analytics@retailtech.co,público
EVT-0001083,CLI-00113,SES-00001485,add_to_cart,2023-09-11 01:37:59,PROD-0066,desktop,Perú,422.0,analytics@retailtech.co,público
EVT-0001084,CLI-00256,SES-00001905,add_to_cart,2023-01-28 18:31:42,PROD-0042,mobile,Ecuador,57.0,analytics@retailtech.co,público
EVT-0001085,CLI-00024,SES-00000288,search,2024-12-03 20:18:17,,tablet,Colombia,28.0,analytics@retailtech.co,público
EVT-0001086,CLI-00119,SES-00001413,checkout,2024-12-03 02:01:59,,desktop,Colombia,530.0,analytics@retailtech.co,público
EVT-0001087,,SES-00000624,search,2023-06-12 11:18:24,,tablet,Colombia,512.0,analytics@retailtech.co,público
EVT-0001088,CLI-00300,SES-00000338,add_to_cart,2023-05-04 02:29:28,PROD-0057,mobile,Chile,93.0,analytics@retailtech.co,público
EVT-0001089,,SES-00000623,add_to_cart,2024-08-27 17:29:42,PROD-0065,desktop,Colombia,206.0,analytics@retailtech.co,público
EVT-0001090,CLI-00201,SES-00001284,search,2024-12-08 17:51:00,,mobile,Colombia,380.0,analytics@retailtech.co,público
EVT-0001091,CLI-00179,SES-00000389,page_view,2023-02-04 14:47:44,,desktop,Colombia,187.0,analytics@retailtech.co,público
EVT-0001092,CLI-00281,SES-00000922,page_view,2023-03-08 04:34:06,,desktop,Chile,534.0,analytics@retailtech.co,público
EVT-0001093,CLI-00286,SES-00000229,checkout,2023-12-08 07:28:36,,mobile,Ecuador,175.0,analytics@retailtech.co,público
EVT-0001094,,SES-00001784,page_view,2023-11-14 02:14:30,,mobile,México,542.0,analytics@retailtech.co,público
EVT-0001095,CLI-00134,SES-00000419,add_to_cart,2024-01-16 16:13:02,PROD-0065,mobile,Chile,127.0,analytics@retailtech.co,público
EVT-0001096,CLI-00218,SES-00000848,search,2024-03-09 14:10:12,,desktop,Argentina,381.0,analytics@retailtech.co,público
EVT-0001097,CLI-00168,SES-00001661,page_view,2023-12-25 18:22:28,,desktop,Colombia,453.0,analytics@retailtech.co,público
EVT-0001098,CLI-00151,SES-00000673,page_view,2024-05-07 21:08:22,,tablet,Chile,515.0,analytics@retailtech.co,público
EVT-0001099,CLI-00164,SES-00000917,purchase,2024-07-15 02:01:40,PROD-0068,desktop,Colombia,299.0,analytics@retailtech.co,público
EVT-0001100,,SES-00000591,page_view,2024-01-04 15:40:09,,desktop,Colombia,379.0,analytics@retailtech.co,público
EVT-0001101,CLI-00297,SES-00000832,page_view,2023-03-02 14:47:59,,mobile,Colombia,439.0,analytics@retailtech.co,público
EVT-0001102,CLI-00196,SES-00000474,remove_from_cart,2024-11-27 03:05:21,PROD-0012,tablet,Colombia,452.0,analytics@retailtech.co,público
EVT-0001103,,SES-00000688,purchase,2024-11-10 20:22:02,PROD-0040,tablet,Colombia,568.0,analytics@retailtech.co,público
EVT-0001104,CLI-00208,SES-00001276,purchase,2024-08-24 04:08:40,PROD-0074,tablet,Colombia,318.0,analytics@retailtech.co,público
EVT-0001105,CLI-00179,SES-00001746,checkout,2024-09-13 09:39:15,,tablet,Chile,231.0,analytics@retailtech.co,público
EVT-0001106,,SES-00000287,page_view,2024-11-02 12:13:35,,desktop,Colombia,523.0,analytics@retailtech.co,público
EVT-0001107,CLI-00121,SES-00001603,search,2023-04-10 15:02:33,,mobile,Perú,267.0,analytics@retailtech.co,público
EVT-0001108,CLI-00209,SES-00000508,search,2023-10-06 20:40:55,,tablet,México,36.0,analytics@retailtech.co,público
EVT-0001109,CLI-00281,SES-00001437,page_view,2023-09-24 11:13:37,,tablet,Colombia,428.0,analytics@retailtech.co,público
EVT-0001110,CLI-00155,SES-00001179,page_view,2024-05-22 20:10:53,,mobile,Colombia,579.0,analytics@retailtech.co,público
EVT-0001111,,SES-00001027,purchase,2024-08-16 16:28:13,PROD-0076,desktop,Perú,547.0,analytics@retailtech.co,público
EVT-0001112,,SES-00000603,purchase,2024-07-28 03:14:57,PROD-0070,mobile,México,563.0,analytics@retailtech.co,público
EVT-0001113,CLI-00167,SES-00000838,page_view,2023-04-09 11:03:06,,mobile,Ecuador,238.0,analytics@retailtech.co,público
EVT-0001114,,SES-00000904,page_view,2023-04-25 04:55:22,,mobile,Colombia,177.0,analytics@retailtech.co,público
EVT-0001115,CLI-00300,SES-00000574,remove_from_cart,2023-06-15 18:22:59,PROD-0063,mobile,Colombia,578.0,analytics@retailtech.co,público
EVT-0001116,CLI-00239,SES-00000184,remove_from_cart,2024-10-25 16:39:50,PROD-0029,mobile,Chile,435.0,analytics@retailtech.co,público
EVT-0001117,CLI-00043,SES-00001861,page_view,2023-02-07 08:11:24,,mobile,Colombia,341.0,analytics@retailtech.co,público
EVT-0001118,,SES-00000536,page_view,2023-02-07 08:16:49,,mobile,Ecuador,513.0,analytics@retailtech.co,público
EVT-0001119,CLI-00147,SES-00000756,checkout,2024-10-10 04:38:57,,mobile,Colombia,588.0,analytics@retailtech.co,público
EVT-0001120,CLI-00286,SES-00001219,page_view,2023-04-28 07:59:46,,tablet,Colombia,22.0,analytics@retailtech.co,público
EVT-0001121,CLI-00228,SES-00000804,page_view,2024-09-09 06:51:35,,mobile,México,178.0,analytics@retailtech.co,público
EVT-0001122,CLI-00249,SES-00001385,page_view,2024-05-01 21:26:00,,desktop,Colombia,277.0,analytics@retailtech.co,público
EVT-0001123,,SES-00000579,search,2023-01-04 05:27:44,,desktop,Colombia,89.0,analytics@retailtech.co,público
EVT-0001124,CLI-00079,SES-00001093,purchase,2024-07-24 06:09:52,PROD-0027,mobile,Argentina,369.0,analytics@retailtech.co,público
EVT-0001125,CLI-00181,SES-00000272,page_view,2023-12-19 02:53:00,,tablet,Colombia,493.0,analytics@retailtech.co,público
EVT-0001126,CLI-00258,SES-00001853,add_to_cart,2023-12-14 00:23:25,PROD-0066,mobile,México,177.0,analytics@retailtech.co,público
EVT-0001127,CLI-00078,SES-00000421,search,2024-12-14 00:28:10,,mobile,Colombia,217.0,analytics@retailtech.co,público
EVT-0001128,CLI-00128,SES-00000963,page_view,2024-05-15 16:59:06,,desktop,Colombia,420.0,analytics@retailtech.co,público
EVT-0001129,CLI-00225,SES-00001807,page_view,2023-05-09 14:28:58,,tablet,Colombia,521.0,analytics@retailtech.co,público
EVT-0001130,,SES-00001986,search,2023-05-07 18:40:54,,mobile,México,302.0,analytics@retailtech.co,público
EVT-0001131,,SES-00001613,add_to_cart,2024-08-20 21:09:36,PROD-0025,desktop,Colombia,507.0,analytics@retailtech.co,público
EVT-0001133,CLI-00225,SES-00001564,add_to_cart,2024-12-04 10:14:25,PROD-0027,desktop,Colombia,127.0,analytics@retailtech.co,público
EVT-0001135,,SES-00001340,page_view,2023-08-01 17:43:34,,mobile,Chile,99.0,analytics@retailtech.co,público
EVT-0001136,CLI-00277,SES-00000512,purchase,2024-06-08 00:06:25,PROD-0021,mobile,Colombia,123.0,analytics@retailtech.co,público
EVT-0001137,CLI-00188,SES-00000226,remove_from_cart,2024-09-03 07:32:33,PROD-0010,mobile,Colombia,247.0,analytics@retailtech.co,público
EVT-0001138,,SES-00000533,search,2024-07-30 15:34:58,,desktop,Perú,87.0,analytics@retailtech.co,público
EVT-0001139,CLI-00257,SES-00000376,search,2023-01-23 21:24:49,,desktop,México,297.0,analytics@retailtech.co,público
EVT-0001140,CLI-00090,SES-00001768,purchase,2024-02-11 01:09:26,PROD-0040,mobile,Colombia,149.0,analytics@retailtech.co,público
EVT-0001141,CLI-00075,SES-00001970,purchase,2023-12-11 03:40:50,PROD-0055,tablet,Colombia,251.0,analytics@retailtech.co,público
EVT-0001142,,SES-00000159,add_to_cart,2023-12-12 01:26:08,PROD-0005,mobile,Perú,596.0,analytics@retailtech.co,público
EVT-0001143,,SES-00000132,add_to_cart,2024-05-23 20:01:25,PROD-0068,desktop,Colombia,363.0,analytics@retailtech.co,público
EVT-0001144,CLI-00192,SES-00001093,page_view,2023-07-08 13:33:25,,desktop,Colombia,401.0,analytics@retailtech.co,público
EVT-0001145,,SES-00001954,page_view,2024-07-24 21:59:10,,desktop,Colombia,539.0,analytics@retailtech.co,público
EVT-0001146,,SES-00000037,page_view,2024-12-03 14:05:59,,desktop,México,159.0,analytics@retailtech.co,público
EVT-0001147,CLI-00201,SES-00001631,page_view,2023-01-27 01:21:54,,desktop,Colombia,292.0,analytics@retailtech.co,público
EVT-0001148,CLI-00230,SES-00001727,add_to_cart,2024-05-19 09:32:52,PROD-0069,tablet,México,173.0,analytics@retailtech.co,público
EVT-0001149,CLI-00090,SES-00001608,page_view,2024-04-17 07:34:07,,desktop,Colombia,179.0,analytics@retailtech.co,público
EVT-0001150,,SES-00001128,add_to_cart,2023-12-02 08:02:07,PROD-0032,tablet,Argentina,502.0,analytics@retailtech.co,público
EVT-0001151,,SES-00000740,add_to_cart,2024-01-12 09:15:41,PROD-0040,tablet,Colombia,59.0,analytics@retailtech.co,público
EVT-0001152,CLI-00139,SES-00000444,checkout,2024-05-01 20:53:53,,mobile,Colombia,536.0,analytics@retailtech.co,público
EVT-0001153,CLI-00188,SES-00001704,add_to_cart,2023-09-05 15:53:22,PROD-0036,mobile,Colombia,370.0,analytics@retailtech.co,público
EVT-0001154,CLI-00238,SES-00001191,remove_from_cart,2023-02-09 00:55:47,PROD-0079,desktop,México,149.0,analytics@retailtech.co,público
EVT-0001155,CLI-00186,SES-00000005,remove_from_cart,2023-04-08 20:56:04,PROD-0065,mobile,Colombia,384.0,analytics@retailtech.co,público
EVT-0001156,,SES-00000171,page_view,2024-11-20 13:37:26,,mobile,Colombia,205.0,analytics@retailtech.co,público
EVT-0001157,CLI-00223,SES-00000357,page_view,2023-08-02 10:11:00,,mobile,Colombia,80.0,analytics@retailtech.co,público
EVT-0001158,CLI-00205,SES-00000474,purchase,2024-02-02 23:17:08,PROD-0030,desktop,Colombia,563.0,analytics@retailtech.co,público
EVT-0001159,,SES-00000920,page_view,2023-06-09 06:06:00,,desktop,México,325.0,analytics@retailtech.co,público
EVT-0001160,CLI-00057,SES-00000742,add_to_cart,2024-04-21 23:16:02,PROD-0074,desktop,Colombia,12.0,analytics@retailtech.co,público
EVT-0001161,CLI-00120,SES-00001644,add_to_cart,2023-01-06 10:26:49,PROD-0021,mobile,Ecuador,378.0,analytics@retailtech.co,público
EVT-0001163,CLI-00193,SES-00000201,search,2024-12-22 05:51:59,,desktop,Colombia,434.0,analytics@retailtech.co,público
EVT-0001164,,SES-00001810,page_view,2023-01-23 05:18:37,,mobile,Colombia,309.0,analytics@retailtech.co,público
EVT-0001165,,SES-00000310,search,2024-08-16 01:23:30,,desktop,México,506.0,analytics@retailtech.co,público
EVT-0001166,,SES-00001080,remove_from_cart,2024-12-11 21:49:22,PROD-0041,mobile,Argentina,537.0,analytics@retailtech.co,público
EVT-0001167,CLI-00284,SES-00000978,purchase,2024-09-01 22:07:25,PROD-0013,desktop,Colombia,96.0,analytics@retailtech.co,público
EVT-0001168,,SES-00001438,page_view,2023-03-10 08:10:46,,tablet,Colombia,313.0,analytics@retailtech.co,público
EVT-0001169,CLI-00105,SES-00001891,search,2024-03-02 14:13:04,,tablet,Colombia,271.0,analytics@retailtech.co,público
EVT-0001170,,SES-00001223,search,2023-04-05 18:57:59,,mobile,Colombia,55.0,analytics@retailtech.co,público
EVT-0001171,CLI-00099,SES-00001829,page_view,2024-07-09 11:30:47,,desktop,México,505.0,analytics@retailtech.co,público
EVT-0001172,CLI-00106,SES-00000233,add_to_cart,2024-02-17 02:29:01,PROD-0005,desktop,México,546.0,analytics@retailtech.co,público
EVT-0001173,CLI-00045,SES-00000061,search,2023-08-15 02:42:33,,desktop,Ecuador,390.0,analytics@retailtech.co,público
EVT-0001174,,SES-00000596,add_to_cart,2024-01-02 13:16:00,PROD-0041,desktop,Chile,449.0,analytics@retailtech.co,público
EVT-0001175,,SES-00000574,search,2024-07-20 04:54:18,,desktop,Colombia,311.0,analytics@retailtech.co,público
EVT-0001176,CLI-00130,SES-00000650,purchase,2024-11-07 22:53:04,PROD-0061,mobile,México,148.0,analytics@retailtech.co,público
EVT-0001177,,SES-00001833,purchase,2023-10-09 16:09:08,PROD-0055,mobile,Colombia,82.0,analytics@retailtech.co,público
EVT-0001178,,SES-00001657,add_to_cart,2024-03-08 16:16:25,PROD-0077,mobile,Colombia,153.0,analytics@retailtech.co,público
EVT-0001179,CLI-00164,SES-00001732,page_view,2023-09-01 08:58:44,,mobile,Colombia,193.0,analytics@retailtech.co,público
EVT-0001180,CLI-00298,SES-00000020,checkout,2023-08-28 03:27:48,,mobile,Colombia,295.0,analytics@retailtech.co,público
EVT-0001181,,SES-00001908,remove_from_cart,2023-04-16 03:44:56,PROD-0014,desktop,México,436.0,analytics@retailtech.co,público
EVT-0001182,CLI-00255,SES-00001309,add_to_cart,2023-09-05 20:06:48,PROD-0006,mobile,Colombia,329.0,analytics@retailtech.co,público
EVT-0001183,,SES-00000466,purchase,2024-04-08 23:24:03,PROD-0068,desktop,Colombia,331.0,analytics@retailtech.co,público
EVT-0001184,CLI-00256,SES-00000548,page_view,2024-10-11 08:40:18,,tablet,Colombia,481.0,analytics@retailtech.co,público
EVT-0001185,CLI-00049,SES-00001581,add_to_cart,2023-09-12 13:48:38,PROD-0065,mobile,Colombia,248.0,analytics@retailtech.co,público
EVT-0001187,CLI-00294,SES-00001320,add_to_cart,2023-04-29 16:20:39,PROD-0035,desktop,México,579.0,analytics@retailtech.co,público
EVT-0001188,CLI-00182,SES-00000718,page_view,2023-01-22 10:46:50,,mobile,Argentina,70.0,analytics@retailtech.co,público
EVT-0001189,,SES-00000102,search,2024-06-27 08:28:46,,mobile,Argentina,177.0,analytics@retailtech.co,público
EVT-0001190,,SES-00000073,add_to_cart,2023-10-22 02:27:40,PROD-0035,tablet,México,391.0,analytics@retailtech.co,público
EVT-0001191,CLI-00014,SES-00001507,add_to_cart,2023-07-01 23:31:32,PROD-0069,tablet,México,207.0,analytics@retailtech.co,público
EVT-0001192,CLI-00236,SES-00001235,remove_from_cart,2023-04-02 03:09:42,PROD-0043,desktop,Perú,165.0,analytics@retailtech.co,público
EVT-0001193,CLI-00249,SES-00000710,search,2023-08-03 07:05:11,,desktop,Chile,220.0,analytics@retailtech.co,público
EVT-0001194,CLI-00218,SES-00000944,page_view,2024-06-15 11:48:57,,tablet,Colombia,95.0,analytics@retailtech.co,público
EVT-0001195,CLI-00254,SES-00000413,page_view,2023-07-14 08:50:11,,mobile,México,502.0,analytics@retailtech.co,público
EVT-0001197,,SES-00001041,search,2024-08-31 07:57:30,,mobile,Colombia,295.0,analytics@retailtech.co,público
EVT-0001198,CLI-00291,SES-00001965,page_view,2023-05-27 10:03:55,,mobile,Colombia,3.0,analytics@retailtech.co,público
EVT-0001199,CLI-00281,SES-00001245,search,2024-08-11 11:22:44,,tablet,México,187.0,analytics@retailtech.co,público
EVT-0001200,CLI-00077,SES-00001478,page_view,2024-05-15 06:29:37,,tablet,Colombia,74.0,analytics@retailtech.co,público
EVT-0001201,,SES-00001352,page_view,2023-05-11 18:09:05,,tablet,Colombia,52.0,analytics@retailtech.co,público
EVT-0001202,,SES-00000365,remove_from_cart,2023-04-20 00:30:21,PROD-0006,mobile,Colombia,538.0,analytics@retailtech.co,público
EVT-0001203,,SES-00001686,page_view,2023-10-23 22:46:56,,tablet,Colombia,175.0,analytics@retailtech.co,público
EVT-0001204,,SES-00001816,checkout,2023-02-04 17:30:50,,tablet,Perú,590.0,analytics@retailtech.co,público
EVT-0001205,CLI-00128,SES-00001079,search,2023-11-08 06:37:53,,mobile,Colombia,532.0,analytics@retailtech.co,público
EVT-0001206,,SES-00000869,remove_from_cart,2023-07-30 15:39:10,PROD-0015,tablet,Colombia,56.0,analytics@retailtech.co,público
EVT-0001207,CLI-00229,SES-00000219,page_view,2024-06-12 00:39:51,,tablet,Colombia,557.0,analytics@retailtech.co,público
EVT-0001208,CLI-00127,SES-00000910,add_to_cart,2023-11-05 08:45:38,PROD-0026,tablet,Colombia,237.0,analytics@retailtech.co,público
EVT-0001209,CLI-00229,SES-00000513,page_view,2024-07-10 03:06:14,,tablet,Colombia,376.0,analytics@retailtech.co,público
EVT-0001210,CLI-00008,SES-00001872,page_view,2023-11-17 09:01:28,,desktop,Argentina,520.0,analytics@retailtech.co,público
